Conc1	6.4E-11	
Start1	690.04	
Stop1	2789.83	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
874.44	0.00423384		
874.64	0.00412802		
874.84	0.00416264		
875.04	0.00426654		
875.24	0.00419899		
875.44	0.00413303		
875.64	0.00386132		
875.84	0.00412771		
876.04	0.00413229		
876.24	0.00401664		
876.44	0.00442899		
876.64	0.00472003		
876.84	0.00429076		
877.04	0.00445892		
877.24	0.00451064		
877.44	0.00455897		
877.64	0.00466409		
877.84	0.00422525		
878.04	0.00384976		
878.24	0.00388082		
878.44	0.00344692		
878.64	0.00304722		
878.84	0.00322204		
879.04	0.00272131		
879.24	0.00274933		
879.44	0.00253627		
879.64	0.00239687		
879.84	0.00214338		
880.04	0.00203063		
880.24	0.00200428		
880.44	0.00200498		
880.64	0.00199352		
880.84	0.00197777		
881.04	0.0027471		
881.24	0.00320517		
881.44	0.00358501		
881.64	0.00382072		
881.84	0.0037563		
882.04	0.00363032		
882.24	0.00409712		
882.44	0.00442183		
882.64	0.00487124		
882.84	0.00530134		
883.04	0.00522271		
883.24	0.00554305		
883.44	0.00536182		
883.64	0.00501984		
883.84	0.00465681		
884.04	0.00450985		
884.24	0.00408637		
884.44	0.00411486		
884.64	0.00387051		
884.84	0.00406391		
885.04	0.00443386		
885.24	0.00454673		
885.44	0.00470751		
885.64	0.00461143		
885.84	0.0046736		
886.04	0.00547184		
886.24	0.00595691		
886.44	0.00649174		
886.64	0.00685634		
886.84	0.00699952		
887.04	0.00687598		
887.24	0.0065924		
887.44	0.00613771		
887.64	0.00571066		
887.84	0.00537534		
888.04	0.00499534		
888.24	0.00444219		
888.44	0.00384297		
888.64	0.00320875		
888.84	0.0035066		
889.04	0.00372856		
889.24	0.00365553		
889.44	0.0036139		
889.64	0.00364386		
889.84	0.00400888		
890.04	0.00447403		
890.24	0.00451701		
890.44	0.00513265		
890.64	0.0051316		
890.84	0.00484449		
891.04	0.00469048		
891.24	0.00456119		
891.44	0.00445862		
891.64	0.00444855		
891.84	0.00431575		
892.04	0.00405772		
892.24	0.00394555		
892.44	0.00364178		
892.64	0.00379756		
892.84	0.00424242		
893.04	0.00444037		
893.24	0.00453017		
893.44	0.00461391		
893.64	0.00471245		
893.84	0.00501608		
894.04	0.00463911		
894.24	0.00460378		
894.44	0.00454735		
894.64	0.00423844		
894.84	0.00470606		
895.04	0.00500823		
895.24	0.0049337		
895.44	0.00467115		
895.64	0.00467047		
895.84	0.00446972		
896.04	0.00453797		
896.24	0.0046042		
896.44	0.00434217		
896.64	0.0043772		
896.84	0.0040446		
897.04	0.00399192		
897.24	0.00400639		
897.44	0.00381225		
897.64	0.00367116		
897.84	0.00348871		
898.04	0.00305984		
898.24	0.00328297		
898.44	0.00317248		
898.64	0.00386824		
898.84	0.003883		
899.04	0.00405999		
899.24	0.00420638		
899.44	0.00494015		
899.64	0.00529435		
899.84	0.00535154		
900.04	0.00512861		
900.24	0.00531346		
900.44	0.00487817		
900.64	0.00444596		
900.84	0.00415703		
901.04	0.00388146		
901.24	0.00377613		
901.44	0.00374975		
901.64	0.00335717		
901.84	0.00355916		
902.04	0.00356004		
902.24	0.00371391		
902.44	0.0041451		
902.64	0.00475804		
902.84	0.00498036		
903.04	0.0060964		
903.24	0.00633595		
903.44	0.0067408		
903.64	0.00648147		
903.84	0.00638422		
904.04	0.00608321		
904.24	0.00589754		
904.44	0.00501873		
904.64	0.00500218		
