Conc1	1E-10	
Start1	450.03	
Stop1	2549.82	
Kobs	0.00296991435847791	
Error Kobs	0.000580990947569767	
Koff	0.00304361578885207	
Error Koff	NaN	
Time1	Data1	Fit1	
602.03	0.01407845	0.0143244	
602.23	0.0140385	0.01433349	
602.43	0.01414306	0.01434259	
602.63	0.01444183	0.01435168	
602.83	0.01439194	0.01436076	
603.03	0.01409735	0.01436984	
603.23	0.01456257	0.01437891	
603.43	0.01418651	0.01438798	
603.63	0.01431623	0.01439705	
603.83	0.01463116	0.01440611	
604.03	0.01440068	0.01441516	
604.23	0.01446668	0.01442422	
604.43	0.0145954	0.01443326	
604.63	0.01501098	0.01444231	
604.83	0.0148076	0.01445135	
605.03	0.01458525	0.01446038	
605.23	0.01460133	0.01446941	
605.43	0.01463544	0.01447843	
605.63	0.01438335	0.01448745	
605.83	0.0143449	0.01449647	
606.03	0.01395567	0.01450548	
606.23	0.01373911	0.01451449	
