Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000358427896235064	
Error Kobs	5.88450959951772E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
777.42	0.51897255	0.50547147	
777.62	0.51909452	0.5056733	
777.82	0.51920895	0.50587496	
778.02	0.51950943	0.50607644	
778.22	0.51987311	0.50627775	
778.42	0.52049517	0.50647889	
778.62	0.52029749	0.50667985	
778.82	0.52036386	0.50688064	
779.02	0.52003181	0.50708125	
779.22	0.51946692	0.50728169	
779.42	0.51953974	0.50748196	
779.62	0.51923413	0.50768206	
779.82	0.52001896	0.50788198	
780.02	0.52005311	0.50808173	
780.22	0.5206441	0.5082813	
780.42	0.52098647	0.50848071	
780.62	0.52175586	0.50867994	
780.82	0.52232764	0.508879	
781.02	0.5227621	0.50907789	
781.22	0.52365589	0.50927661	
781.42	0.52360029	0.50947515	
781.62	0.52367976	0.50967352	
781.82	0.52382989	0.50987173	
782.02	0.52428054	0.51006976	
782.22	0.52476903	0.51026762	
782.42	0.52499038	0.5104653	
782.62	0.52457089	0.51066282	
782.82	0.52440131	0.51086017	
783.02	0.52423117	0.51105735	
783.22	0.52417309	0.51125435	
783.42	0.52450324	0.51145119	
783.62	0.52389007	0.51164786	
783.82	0.52420703	0.51184435	
784.02	0.52395277	0.51204068	
784.22	0.52367557	0.51223684	
784.42	0.52399098	0.51243282	
784.62	0.52411161	0.51262864	
784.82	0.52389892	0.51282429	
785.02	0.52399572	0.51301977	
785.22	0.52395058	0.51321508	
785.42	0.52388174	0.51341022	
785.62	0.5242024	0.5136052	
785.82	0.52458843	0.5138	
786.02	0.52463421	0.51399464	
786.22	0.52481183	0.51418911	
786.42	0.52480191	0.51438341	
786.62	0.52503255	0.51457754	
786.82	0.52535344	0.51477151	
787.02	0.52544975	0.51496531	
787.22	0.52624977	0.51515894	
787.42	0.52675326	0.5153524	
787.62	0.52682475	0.5155457	
787.82	0.52732903	0.51573883	
788.02	0.52740148	0.51593179	
788.22	0.52760201	0.51612458	
788.42	0.52851637	0.51631721	
788.62	0.52899563	0.51650968	
788.82	0.52903212	0.51670197	
789.02	0.52940958	0.5168941	
789.22	0.5297599	0.51708607	
789.42	0.53022978	0.51727786	
789.62	0.53011763	0.5174695	
789.82	0.53018205	0.51766096	
790.02	0.53015796	0.51785227	
790.22	0.53075241	0.5180434	
790.42	0.53085152	0.51823437	
790.62	0.5313379	0.51842518	
790.82	0.53135517	0.51861582	
791.02	0.53117577	0.5188063	
791.22	0.5316389	0.51899661	
791.42	0.53182291	0.51918676	
791.62	0.5320736	0.51937674	
791.82	0.53209388	0.51956656	
792.02	0.53186599	0.51975622	
792.22	0.53235068	0.51994571	
792.42	0.53281473	0.52013504	
792.62	0.53292134	0.5203242	
792.82	0.53243605	0.5205132	
793.02	0.53243655	0.52070204	
793.22	0.53226636	0.52089072	
793.42	0.53235434	0.52107923	
793.62	0.53210517	0.52126758	
793.82	0.53256525	0.52145576	
794.02	0.53276684	0.52164379	
794.22	0.53311174	0.52183165	
794.42	0.53335057	0.52201935	
794.62	0.53379945	0.52220688	
794.82	0.5339782	0.52239426	
795.02	0.53440572	0.52258147	
795.22	0.53480983	0.52276852	
795.42	0.53485868	0.52295541	
795.62	0.53583475	0.52314214	
795.82	0.53603407	0.52332871	
796.02	0.53671338	0.52351511	
796.22	0.53761234	0.52370136	
796.42	0.53760645	0.52388744	
796.62	0.53786686	0.52407336	
796.82	0.53797089	0.52425912	
797.02	0.53840516	0.52444473	
797.22	0.53853159	0.52463017	
797.42	0.53856175	0.52481545	
797.62	0.53864185	0.52500057	
797.82	0.53875198	0.52518553	
798.02	0.53891142	0.52537033	
798.22	0.53919502	0.52555497	
798.42	0.53929133	0.52573946	
798.62	0.53936856	0.52592378	
798.82	0.53954775	0.52610794	
799.02	0.53934867	0.52629195	
799.22	0.53931115	0.52647579	
799.42	0.53967641	0.52665948	
799.62	0.54106128	0.52684301	
799.82	0.5412219	0.52702638	
800.02	0.54146597	0.52720959	
800.22	0.54146545	0.52739264	
800.42	0.54121439	0.52757554	
800.62	0.54149371	0.52775827	
800.82	0.54129729	0.52794085	
801.02	0.54169963	0.52812327	
801.22	0.5415409	0.52830554	
801.42	0.54199956	0.52848764	
801.62	0.54224391	0.52866959	
801.82	0.54256773	0.52885138	
802.02	0.54260407	0.52903302	
802.22	0.54303259	0.5292145	
802.42	0.54249727	0.52939582	
802.62	0.54288155	0.52957698	
802.82	0.54251869	0.52975799	
803.02	0.5424194	0.52993884	
803.22	0.5422715	0.53011954	
803.42	0.54261009	0.53030008	
803.62	0.54232427	0.53048046	
803.82	0.54218919	0.53066069	
804.02	0.54187846	0.53084076	
804.22	0.5419314	0.53102067	
804.42	0.54160917	0.53120044	
804.62	0.5417294	0.53138004	
804.82	0.54248189	0.53155949	
805.02	0.5433102	0.53173879	
805.22	0.54338951	0.53191793	
805.42	0.54391289	0.53209691	
805.62	0.54403786	0.53227574	
805.82	0.5444751	0.53245442	
806.02	0.54443529	0.53263294	
806.22	0.54500894	0.53281131	
